AGPR ID,Land Description,Address,Suburb,State or Territory,Postcode,Latitude,Longitude
AGPR5495,Lot 131 P218313 ,Orion Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19403792,96.83326733
AGPR5494,Lot 648 P043303 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.44622207,105.6636821
AGPR5493,Lot 282 P218258 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43598583,105.6685888
AGPR5492,Lot 176 P218319 ,Nelson Mandela Walk COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18888549,96.83039641
AGPR5491,Lot 175 P218319 ,Nelson Mandela Walk COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18868654,96.83030643
AGPR5490,Lot 170 P218319 ,Nelson Mandela Walk COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18925486,96.83018864
AGPR5489,Lot 169 P218319 ,Nelson Mandela Walk COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19041167,96.83096899
AGPR5488,Lot 160 P218319 ,Nelson Mandela Walk COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18948146,96.83069607
AGPR5487,Lot 140 P218319 ,Nelson Mandela Walk COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19116651,96.83141845
AGPR5486,Lot 139 P218319 ,Nelson Mandela Walk COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19141714,96.83158223
AGPR5485,Lot 138 P218319 ,Nelson Mandela Walk COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19170109,96.83176952
AGPR5484,Lot 135 P218319 ,Nelson Mandela Walk COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18973307,96.8308937
AGPR5483,Lot 128 P218319 ,Nelson Mandela Walk COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.189989,96.83105072
AGPR5482,Lot 127 P218313 ,Airforce Road COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19265019,96.83266082
AGPR5481,Lot 124 P218319 ,Nelson Mandela Walk COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19198303,96.83227083
AGPR5480,Lot 3046 P046733 ,Jin Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43041703,105.6689042
AGPR5479,Lot 473 P219656 ,Jin Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43296674,105.6626366
AGPR5478,Lot 3045 P046732 ,Jin Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42835922,105.662364
AGPR5477,Lot 3044 P046732 ,Jin Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4300313,105.6620768
AGPR5476,Lot 339 P027660 ,Jin Kembang Molok Road COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.12041791,96.89520776
AGPR5475,Lot 168 P218313 ,Hajidun Lane COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19207931,96.83209641
AGPR5474,Lot 650 P041815 ,Jin Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43003415,105.6688064
AGPR5473,Lot 3074 P050962 ,Kalgoorlie Street CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.47385899,105.5781809
AGPR5472,Lot 338 P027660 ,Jin Kembang Molok Road COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.12133131,96.89378516
AGPR5471,Lot 342 P042274 ,Airforce Road COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.20567732,96.84317866
AGPR5470,Lot 166 P218317 ,Airforce Road COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19546428,96.83437046
AGPR5469,Lot 209 P218225 ,Airforce Road COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18786248,96.8339753
AGPR5468,Lot 341 P042274 ,Airforce Road COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19136899,96.833876
AGPR5467,Lot 132 P218317 ,Airforce Road COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.19431129,96.83347539
AGPR5466,Lot 350 P042274 ,Airforce Base Road COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18819988,96.82989815
AGPR5465,Lot 1 P044688 ,5 Buffett Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18505984,96.82571572
AGPR5464,Lot 18 P044688 ,41 Buffett Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18455548,96.8258519
AGPR5463,Lot 14 P044688 ,33 Buffett Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18420752,96.82531964
AGPR5462,Lot 11 P044688 ,27 Buffett Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18388303,96.82489481
AGPR5461,Lot 10 P044688 ,25 Buffett Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18401059,96.82469061
AGPR5460,Lot 3005 P044688 ,18 Buffett Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18455768,96.82633624
AGPR5459,Lot 3004 P044688 ,14 Buffett Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18483383,96.82607553
AGPR5458,Lot 4 P044688 ,13 Buffett Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18477161,96.82530912
AGPR5457,Lot 3 P044688 ,11 Buffett Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18486251,96.82544687
AGPR5456,Lot 199 P218318 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18835312,96.82868938
AGPR5455,Lot 347 P042274 ,Alexander Street COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18612777,96.82867762
AGPR5454,Lot 179 P218318 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.1872183,96.82857298
AGPR5453,Lot 346 P042274 ,Alexander Street COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18599222,96.82838804
AGPR5452,Lot 345 P042274 ,Alexander Street COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18564368,96.82837624
AGPR5451,Lot 187 P218318 ,Alexander Street COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.1863898,96.82824959
AGPR5450,Lot 222 P218316 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18836367,96.82820509
AGPR5449,Lot 188 P218318 ,Emden Walk COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.1864973,96.82806544
AGPR5448,Lot 344 P042274 ,Alexander Street COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18501274,96.82799666
AGPR5445,Lot 184 P218318 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18566325,96.82752329
AGPR5444,Lot 323 P193057 ,Alexander Street COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18476987,96.82724149
AGPR5441,Lot 340 P042275 ,Beacon Heights Road COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18654441,96.82666762
AGPR5440,Lot 317 P218315 ,Beacon Heights Road COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18636233,96.82645496
AGPR5439,Lot 316 P218315 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18531481,96.82643753
AGPR5437,Lot 313 P218315 ,Buffett Close COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18503749,96.82599159
AGPR5435,Lot 197 P218315 ,Beacon Heights Road COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18597673,96.82587129
AGPR5427,Lot 334 P040839 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.13796473,96.82358242
AGPR5426,Lot 335 P042276 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.1375079,96.8233588
AGPR5425,Lot 351 P042276 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.1373387,96.82242076
AGPR5424,Lot 326 P219651 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.17095581,96.82126227
AGPR5423,Lot 328 P219652 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18222591,96.82105667
AGPR5422,Lot 329 P219652 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.18018439,96.81994348
AGPR5421,Lot 327 P219651 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.1749412,96.81959827
AGPR5420,Lot 207 P218218 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.14760693,96.81905079
AGPR5419,Lot 206 P218218 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.14342673,96.81893052
AGPR5418,Lot 202 P218218 ,Sydney Highway COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.14532863,96.81864105
AGPR5417,Lot 143 P218315 ,Beacon Heights Road COCOS (KEELING) ISLAND,COCOS (KEELING) ISLAND,WA,6799,-12.1862169,96.82623317
AGPR5416,Lot 597 P037939 ,Vagabond Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43078091,105.6896124
AGPR5415,Lot 643 P043305 ,Tong Chee Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42664233,105.6728584
AGPR5414,Lot 3062 P047929 ,Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42325799,105.6794742
AGPR5413,Lot 3012 P037939 ,Phosphate Hill Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43432936,105.6889991
AGPR5412,Lot 3019 P043321 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42069256,105.6827786
AGPR5411,Lot 308 P218346 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42538663,105.6796761
AGPR5410,Lot 300 P218346 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42564428,105.6792595
AGPR5409,Lot 3022 P043297 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42751859,105.6765456
AGPR5408,Lot 384 P192118 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4167359,105.6763677
AGPR5407,Lot 441 P219039 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42071917,105.6747105
AGPR5406,Lot 554 P221294 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43029672,105.6737491
AGPR5405,Lot 3020 P043319 ,Margaret Knoll Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.47488864,105.6790209
AGPR5404,Lot 626 P040592 ,San Chye Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42628083,105.6778692
AGPR5403,Lot 581 P029362 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42248156,105.683428
AGPR5402,Lot 577 P029289 ,Lam Lok Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42997607,105.6750387
AGPR5401,Lot 576 P029289 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43024629,105.6744683
AGPR5400,Lot 575 P029289 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43168074,105.6723491
AGPR5399,Lot 573 P042349 ,Club Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42671263,105.6737831
AGPR5398,Lot 567 P026095 ,Plant Hill Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42446618,105.6837646
AGPR5397,Lot 561 P026420 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41931567,105.6746277
AGPR5396,Lot 559 P026420 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41704251,105.6755358
AGPR5395,Lot 558 P195416 ,Hawks Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43013815,105.6815646
AGPR5394,Lot 557 P061473 ,Quarry Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42491447,105.6871768
AGPR5393,Lot 556 P195417 ,Phosphate Hill Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42937241,105.6841459
AGPR5392,Lot 533 P194782 ,Arenga Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42168023,105.6827323
AGPR5391,Lot 519 P220518 ,Vagabond Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43317791,105.6868638
AGPR5390,Lot 518 P220518 ,Vagabond Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43354661,105.6856077
AGPR5389,Lot 517 P220518 ,Hawks Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43292202,105.6838279
AGPR5388,Lot 516 P220518 ,Vagabond Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43358467,105.6840173
AGPR5387,Lot 515 P220518 ,Vagabond Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43295811,105.6845833
AGPR5386,Lot 514 P220518 ,Exiles Place CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43354507,105.6821826
AGPR5385,Lot 513 P220518 ,Exiles Place CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43394924,105.6821164
AGPR5384,Lot 511 P220518 ,Exiles Place CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43432117,105.6830473
AGPR5383,Lot 507 P220143 ,Quarry Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42594561,105.6856563
AGPR5382,Lot 502 P220143 ,Quarry Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4257338,105.6853849
AGPR5381,Lot 496 P219672 ,Nursery Court CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43245237,105.6685607
AGPR5380,Lot 491 P193346 ,Nursery Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.44009881,105.6686928
AGPR5379,Lot 490 P193346 ,Nursery Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.44044795,105.6686353
AGPR5378,Lot 489 P219762 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42692662,105.7015799
AGPR5377,Lot 487 P219654 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42000417,105.673383
AGPR5376,Lot 472 P219656 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43758493,105.6680067
AGPR5375,Lot 449 P192388 ,Sung Miaw Low Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43152172,105.6739443
AGPR5374,Lot 437 P192389 ,Nursery Court CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43217895,105.6703849
AGPR5373,Lot 433 P219040 ,Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42469595,105.678633
AGPR5372,Lot 430 P192386 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42276845,105.6827455
AGPR5371,Lot 421 P219803 ,Kiln Place CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4483596,105.6610519
AGPR5370,Lot 417 P219803 ,Kiln Place CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.44763127,105.6627825
AGPR5369,Lot 403 P218614 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4324542,105.6710532
AGPR5368,Lot 402 P218614 ,Tong Yan Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43069327,105.6742207
AGPR5367,Lot 383 P192117 ,Nursery Court CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43200517,105.6705925
AGPR5366,Lot 381 P219061 ,Gold Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41620365,105.6880055
AGPR5365,Lot 379 P219061 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41661519,105.6877558
AGPR5364,Lot 313 P191470 ,Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42429663,105.6791572
AGPR5363,Lot 3036 P046731 ,Kong Wai Loh Lane CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42335797,105.6816956
AGPR5362,Lot 3035 P046731 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42368241,105.6812409
AGPR5361,Lot 3034 P046731 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42416127,105.680818
AGPR5360,Lot 3030 P046728 ,San Chye Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42560435,105.6788483
AGPR5359,Lot 3017 P042350 ,Kong Wai Loh Lane CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42508932,105.6803153
AGPR5358,Lot 3016 P042350 ,Kong Wai Loh Lane CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42488547,105.6805216
AGPR5357,Lot 3009 P042347 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42079729,105.6737972
AGPR5356,Lot 3008 P042347 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42072664,105.6739058
AGPR5355,Lot 294 P218309 ,Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4230991,105.6812476
AGPR5354,Lot 288 P218420 ,Jalan Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42880605,105.6715653
AGPR5353,Lot 284 P036509 ,Phosphate Hill Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42537339,105.6837042
AGPR5352,Lot 252 P218162 ,Taman Sweetland Circuit CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42310621,105.6842778
AGPR5351,Lot 234 P218157 ,Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42472958,105.6793688
AGPR5350,Lot 226 P218150 ,Plant Hill Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42494363,105.6822321
AGPR5349,Lot 202 P218137 ,Lorong Kampong Melayu Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4288149,105.6720213
AGPR5348,Lot 135 P218117 ,Pai Chin Lu Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42161416,105.6784647
AGPR5347,Lot 3059 P046329 ,Lily Beach Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.46250096,105.703592
AGPR5346,Lot 3058 P046329 ,Lily Beach Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.46034675,105.7033901
AGPR5345,Lot 3057 P046329 ,Lily Beach Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.46118397,105.7028208
AGPR5344,Lot 3063 P050961 ,Lily Beach Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.46756886,105.7028176
AGPR5343,Lot 3013 P037939 ,Lily Beach Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43550774,105.6897705
AGPR5342,Lot 407 P192159 ,Lam Lok Loh Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43427464,105.6702763
AGPR5341,Lot 640 P043304 ,Jin Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42699751,105.6720632
AGPR5340,Lot 623 P040591 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.44938256,105.7072888
AGPR5339,Lot 3028 P044665 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41698638,105.6833689
AGPR5338,Lot 602 P037938 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41748887,105.674345
AGPR5337,Lot 324 P218434 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42183728,105.6734093
AGPR5336,Lot 325 P218434 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42206347,105.6733286
AGPR5335,Lot 3061 P046331 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42129751,105.6730678
AGPR5334,Lot 3060 P046331 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42144106,105.6728854
AGPR5333,Lot 197 P218134 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42455896,105.6728255
AGPR5332,Lot 642 P041816 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42267174,105.6727573
AGPR5331,Lot 3001 P041813 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42401611,105.6726982
AGPR5330,Lot 483 P219653 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42423176,105.6724379
AGPR5329,Lot 649 P043304 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4261441,105.6724277
AGPR5328,Lot 488 P219653 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42491624,105.6722308
AGPR5327,Lot 482 P219653 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42465547,105.6714792
AGPR5326,Lot 637 P043304 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42465341,105.6714002
AGPR5325,Lot 512 P220518 ,Exiles Place CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43504782,105.6825269
AGPR5324,Lot 572 P030504 ,Club Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4272192,105.6732029
AGPR5323,Lot 644 P043305 ,Club Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4262063,105.6730169
AGPR5322,Lot 3067 P050962 ,Kalgoorlie Street CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4747038,105.5807683
AGPR5321,Lot 3055 P046328 ,Lily Beach Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.45863883,105.7036872
AGPR5320,Lot 499 P193407 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.44973559,105.7061873
AGPR5319,Lot 578 P219762 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42665495,105.7028063
AGPR5318,Lot 579 P219761 ,Golf Course Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41547579,105.7021453
AGPR5317,Lot 3027 P043218 ,Quarry Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.4236895,105.6909131
AGPR5316,Lot 235 P218157 ,San Chye Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42475893,105.6794586
AGPR5315,Lot 405 P191988 ,Murray Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42611857,105.6790638
AGPR5314,Lot 3000 P041814 ,Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41495075,105.6774761
AGPR5313,Lot 639 P043304 ,Jalan Patai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42587298,105.6723452
AGPR5312,Lot 534 P219122 ,Irvine Beach Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.44278219,105.6698101
AGPR5311,Lot 585 P030932 ,9 Jalan Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42759612,105.6725547
AGPR5310,Lot 583 P030932 ,9 Jalan Pantai Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42721765,105.6724623
AGPR531,Lot 120  DP773863,255 Mclachlan Street ORANGE,ORANGE,NSW,2800,-33.27321758,149.1094102
AGPR5309,Lot 149 P218121 ,97 Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41671253,105.679879
AGPR5308,Lot 3050 P046749 ,96-108 Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41690546,105.6792025
AGPR5307,Lot 3049 P046749 ,92-94 Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41650311,105.6782857
AGPR5306,Lot 3031 P046728 ,9 San Chye Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42575726,105.678598
AGPR5305,Lot 144 P218120 ,8 Triadic Crescent CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41674388,105.6815388
AGPR5304,Lot 70 P218113 ,8 Pai Chin Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42119982,105.678563
AGPR5303,Lot 530 P194782 ,8 Arenga Close CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42149838,105.6817434
AGPR5302,Lot 541 P194967 ,77 Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41566334,105.6774002
AGPR5301,Lot 161 P218123 ,75 Gaze Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.41555199,105.6770845
AGPR5300,Lot 269 P218165 ,43046 Poon Saan Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.42546889,105.6781971
AGPR530,Lot 1 Plan 575037,246 Marius Street East TAMWORTH,TAMWORTH,NSW,2340,-31.09700598,150.9393778
AGPR5299,Lot 34 P218105 ,7 Jalan Ketam Road CHRISTMAS ISLAND,CHRISTMAS ISLAND,WA,6798,-10.43277266,105.6718834
